,주소,위도,경도
1302,제주특별자치도 제주시 도령로 27,33.4878506,126.4818224
1303,제주특별자치도 제주시 서해안로 380,33.5092623,126.4813553
1304,제주특별자치도 제주시 애월읍 애월해안로 376 064-799-3273,NA,NA
1305,제주특별자치도 제주시 연북로 12,33.4816523,126.5011585
1306,제주특별자치도 제주시 연북로 394,33.48313,126.5335336
1307,제주특별자치도 제주시 연삼로 878,33.5120878,126.579062
1308,제주특별자치도 제주시 일주서로 7306,33.4611402,126.3205699
1309,제주특별자치도 제주시 조천읍 조함해안로 522 064-783-3537,NA,NA
1310,제주특별자치도 제주시 중앙로 215,33.5182783,126.5247832
1311,제주특별자치도 제주시 한림읍 한림로 337 064-796-0348,NA,NA
1312,충청남도 계룡시 엄사면 번영로 6 042-551-3420,NA,NA
1313,충청남도 공주시 반포면 동학사1로 114 042-822-3623,NA,NA
1314,충청남도 공주시 번영1로 113,36.4735726,127.1356108
1315,충청남도 논산시 중앙로398번길 13-10041-734-8961,NA,NA
1316,충청남도 당진시 서해로 6283,36.8842028,126.7492545
1317,"""충청남도 당진시 시청1로 78",36.891014,126.6430904
1318,충청남도 보령시 대해로 101,36.3056953,126.51739
1319,충청남도 서산시 나무장1길 22,36.7721093,126.443523
1320,"""충청남도 서산시 호수공원2로 33",36.7764152,126.4482259
1321,충청남도 아산시 배방읍 배방로 22 041-549-3696,NA,NA
1322,충청남도 아산시 번영로 232,36.7838982,127.0164221
1323,충청남도 아산시 어의정로 117,36.7782896,127.0192872
1324,충청남도 아산시 탕정면 탕정면로 10 041-544-3486,NA,NA
1325,충청남도 천안시 동남구 만남로 43,36.8197639,127.15800518394425
1326,충청남도 천안시 동남구 만남로 9,36.81922835,127.15299455281107
1327,충청남도 천안시 동남구 신부15길 3,36.8196125,127.1618985
1328,충청남도 천안시 동남구 안서3길 3,NA,NA
1329,충청남도 천안시 동남구 청수14로 102,36.7857551,127.157544
1330,충청남도 천안시 서북구 동서대로 154,36.8254287,127.1424022
1331,충청남도 천안시 서북구 두정로 264,36.832406,127.1501636
1332,충청남도 천안시 서북구 부성4길 3,36.835402,127.1354023
1333,충청남도 천안시 서북구 불당22대로 67,36.8169187,127.102545
1334,충청남도 천안시 서북구 불당33길 24,36.8114087,127.1077223
1335,충청남도 천안시 서북구 불당34길 2,36.8051593,127.10601826937682
1336,충청남도 천안시 서북구 불당4로 91,36.8099875,127.1110165
1337,충청남도 천안시 서북구 삼성대로 20,36.8385476,127.12233925000001
1338,충청남도 천안시 서북구 서부대로 405,36.8316935,127.1333273
1339,충청남도 천안시 서북구 충무로 133,36.7960393,127.12869
1340,충청남도 천안시 서북구 충무로 187,36.7960393,127.12869
1341,충청북도 제천시 의림대로 181,37.1360593,128.2095094
1342,충청북도 증평군 증평읍 광장로 40 043-836-3674,NA,NA
1343,충청북도 청주시 상당구 1순환로 1243,36.6233605,127.5188199
1344,충청북도 청주시 상당구 무심동로392번길 20,36.6355848,127.4853309
1345,충청북도 청주시 상당구 산성로 129,36.6400552,127.5182117
1346,충청북도 청주시 서원구 내수동로 113,36.6342406,127.4644986
1347,충청북도 청주시 서원구 복대로 5,36.6174363,127.4467313
1348,충청북도 청주시 서원구 사직대로 302,36.6365867,127.4844111
1349,충청북도 청주시 청원구 오창읍 과학산업2로 385 385043-216-8612,NA,NA
1350,"""충청북도 청주시 청원구 오창읍 중심상업1로 20 101",36.7119838,127.4279616
1351,충청북도 청주시 청원구 충청대로107번길 8,36.6663672,127.4907304
1352,충청북도 청주시 흥덕구 1순환로 514,36.6425669,127.4620985
1353,충청북도 청주시 흥덕구 강서로 121,36.6253577,127.4305111
1354,충청북도 청주시 흥덕구 대농로 43,36.6414594,127.4334174
1355,충청북도 청주시 흥덕구 오송읍 오송생명로 220 043-232-3491,NA,NA
1356,충청북도 청주시 흥덕구 직지대로 308,36.6448986,127.4293242
1357,충청북도 청주시 흥덕구 풍산로 15,36.6271993,127.4319255
1358,충청북도 충주시 계명대로 227,36.98279335,127.9398935805712
1359,충청북도 충주시 국원대로 208-1,36.99015425,127.92865995
1360,충청북도 충주시 봉계13길 2,36.9798469,127.9170245
1361,"""충청북도 충주시 예성로 151 C&C몰 106호",NA,NA
